"";"Media Acc Key";"Sd Acc Key";"Media Acc Text";"Sd Acc Text";"Media Acceptance Rate";"Sd Acceptance Rate"
"1";0,264444444444444;0,161313627550834;0,451060606060606;0,291706505493975;0,239898;0,00745194680007252
