"";"Proposta";"Media Acc Key";"Sd Acc Key";"Media Acc Text";"Sd Acc Text";"Media Acceptance Rate";"Sd Acceptance Rate"
"1";1;0,248148148148148;0,0939279920570189;0,5296875;0,168355105689855;0,338175;0,00764080975317476
"2";2;0,205555555555556;0,0910990657499914;0,46640625;0,170054276721434;0,14234;0,00620656698056265
"3";3;0,22037037037037;0,0606501011545134;0,4890625;0,125318262598831;0,183625;0,0056084405375432
