"";"key_accuracy";"text_accuracy";"acceptance_rate";"f_max"
"1";0,148148148148148;0,433333333333333;0,28676;59,7378048219584
"2";0,037037037037037;0;0,28688;59,4381691015438
"3";0,111111111111111;0,266666666666667;0,28798;59,6004102715322
"4";0,185185185185185;0,433333333333333;0,28316;61,0728229559929
"5";0,111111111111111;0,0666666666666667;0,27936;59,4849737219646
"6";0,148148148148148;0,3;0,28484;59,5363268621172
"7";0,185185185185185;0,433333333333333;0,28452;60,060429060607
"8";0,111111111111111;0,2;0,2849;60,8386583639422
"9";0,037037037037037;0;0,2841;59,8514836755946
"10";0,185185185185185;0,433333333333333;0,28172;59,5162678274959
"11";0,0740740740740741;0,166666666666667;0,28832;60,3392236026632
"12";0,0740740740740741;0,2;0,28212;59,0075635587596
"13";0,111111111111111;0,3;0,28616;60,0613482383355
"14";0,037037037037037;0;0,28106;59,3313883255929
"15";0;0;0,28478;59,2852533586988
"16";0,0740740740740741;0,1;0,28206;59,9071591173846
"17";0,0740740740740741;0,2;0,2876;59,9350902601091
"18";0,111111111111111;0,366666666666667;0,28176;59,6502045686888
"19";0,185185185185185;0,466666666666667;0,2861;59,3409499912544
"20";0,037037037037037;0,166666666666667;0,2857;59,7714752968721
"21";0,0740740740740741;0,2;0,28596;59,8393949691326
"22";0,296296296296296;0,5;0,29172;59,6088283295304
"23";0,148148148148148;0,4;0,28532;60,2625983473539
"24";0,0740740740740741;0,1;0,28532;60,0052710253003
"25";0,37037037037037;0,7;0,28036;59,7801440545088
"26";0,148148148148148;0,4;0,28356;60,1762669612053
"27";0,259259259259259;0,3;0,28632;60,0485315937041
"28";0,111111111111111;0,133333333333333;0,28562;59,049142120015
"29";0,148148148148148;0,333333333333333;0,28246;59,4224453153976
"30";0,0740740740740741;0,2;0,27968;60,4657945385357
"31";0,111111111111111;0,233333333333333;0,28252;59,4164283628788
"32";0,0740740740740741;0,3;0,28666;59,5286970519791
"33";0,0740740740740741;0,0666666666666667;0,2811;59,3885106389626
"34";0,148148148148148;0,4;0,28602;59,9863568839012
"35";0,222222222222222;0,4;0,28856;58,7493778561033
"36";0,037037037037037;0,1;0,28684;59,0350159195299
"37";0,037037037037037;0;0,28534;59,4993806438642
"38";0,185185185185185;0,433333333333333;0,28198;60,0755902064578
"39";0,259259259259259;0,533333333333333;0,2889;60,3009829361154
"40";0,111111111111111;0,166666666666667;0,28844;59,3619105456783
"41";0,185185185185185;0,333333333333333;0,28732;60,221665345254
"42";0,111111111111111;0,2;0,28386;59,7999254707945
"43";0,185185185185185;0,4;0,27982;60,490166667255
"44";0,0740740740740741;0,166666666666667;0,2859;59,1133488390246
"45";0,037037037037037;0,166666666666667;0,28666;59,5388878228538
