"";"key_accuracy";"text_accuracy";"acceptance_rate";"f_max"
"46";0,111111111111111;0,266666666666667;0,28652;60,0791466107176
"47";0,222222222222222;0,533333333333333;0,28198;59,7904597574557
"48";0,111111111111111;0,0666666666666667;0,2867;59,5757459262041
"49";0,222222222222222;0,6;0,28442;60,3998616824082
"50";0,037037037037037;0,166666666666667;0,28526;61,5095177943761
"51";0,222222222222222;0,366666666666667;0,28556;60,6599680947839
"52";0,0740740740740741;0,166666666666667;0,27986;59,8881577592806
"53";0,222222222222222;0,6;0,27704;59,6228396101333
"54";0,296296296296296;0,433333333333333;0,2858;58,8964970701844
"55";0,111111111111111;0,366666666666667;0,28498;59,9017651088162
"56";0,0740740740740741;0,0333333333333333;0,28418;59,3598653389247
"57";0,111111111111111;0,366666666666667;0,2816;60,0382881031188
"58";0,148148148148148;0,333333333333333;0,28258;60,350196457832
"59";0,259259259259259;0,4;0,28324;60,5323683758256
"60";0,296296296296296;0,633333333333333;0,2862;60,3372509023841
"61";0,037037037037037;0;0,28588;60,0859628513238
"62";0,259259259259259;0,533333333333333;0,28316;60,342033837619
"63";0,037037037037037;0,1;0,28622;60,078170560691
"64";0,037037037037037;0,0666666666666667;0,28068;60,2898765073789
"65";0,222222222222222;0,633333333333333;0,2845;59,4452408440026
"66";0,185185185185185;0,466666666666667;0,28466;59,9323073373849
"67";0,259259259259259;0,666666666666667;0,28206;60,0422685674826
"68";0,111111111111111;0,2;0,28606;60,9523047457389
"69";0,111111111111111;0,2;0,2877;59,1375451237613
"70";0,111111111111111;0,266666666666667;0,28668;60,6538380696393
"71";0,0740740740740741;0,133333333333333;0,291;60,3392417614859
"72";0,222222222222222;0,466666666666667;0,28358;61,8033225682356
"73";0,0740740740740741;0,233333333333333;0,2856;59,4941600470211
"74";0,148148148148148;0,433333333333333;0,28434;59,7364272703322
"75";0,222222222222222;0,433333333333333;0,28768;59,9464857112001
"76";0;0;0,28248;59,6567963231762
"77";0,037037037037037;0,166666666666667;0,28568;59,5716767727933
"78";0,185185185185185;0,366666666666667;0,28628;59,5288039236898
"79";0,037037037037037;0;0,28304;59,2267041229645
"80";0,37037037037037;0,7;0,28334;59,8482958553408
"81";0;0;0,2814;60,0479164771815
"82";0,185185185185185;0,2;0,28274;60,2601275482101
"83";0,185185185185185;0,4;0,28752;59,9795179323821
"84";0,222222222222222;0,633333333333333;0,28274;59,7119976087334
"85";0,111111111111111;0,166666666666667;0,28074;59,9363953867734
"86";0;0;0,28442;59,9701831624846
"87";0;0;0,2839;59,4146658162369
"88";0,111111111111111;0,266666666666667;0,28536;59,0417378531311
"89";0,111111111111111;0,233333333333333;0,27906;60,1097392743704
"90";0,222222222222222;0,4;0,28772;59,8031628506232
"91";0,037037037037037;0,1;0,2904;58,7424019788804
"92";0,0740740740740741;0,266666666666667;0,28336;60,1548024105672
"93";0,111111111111111;0,0333333333333333;0,28398;59,3702090565983
"94";0,037037037037037;0;0,28134;59,7233925014115
"95";0,111111111111111;0,233333333333333;0,28342;59,6794324168007
"96";0,148148148148148;0,366666666666667;0,28546;59,5128683161684
"97";0,037037037037037;0,166666666666667;0,2881;59,2448006530473
"98";0,222222222222222;0,5;0,27952;60,0104017817459
"99";0,111111111111111;0,166666666666667;0,28826;59,1147336655852
"100";0,0740740740740741;0,2;0,29142;58,8513220829766
