"";"p";"Media Acc Key";"Sd Acc Key";"Media Acc Text";"Sd Acc Text";"Media Acceptance Rate";"Sd Acceptance Rate"
"1";1,5;0,264814814814815;0,117290790129222;0,5390625;0,19806449350029;0,25796;0,0070482099257822
"2";1;0,225925925925926;0,0822926133894652;0,5125;0,163531015688478;0,341195;0,00730353014860478
"3";0,5;0,185185185185185;0,0787968145473986;0,41328125;0,139797914974616;0,50343;0,00524415464062005
